CPUID:,0x206A7
Processor:,Intel Core i7 2600K (Sandy Bridge) 
Platform:,LGA 1155 (Socket H2)
Revision:,D2
Lithography:,32nm

Session start:,20:06:00 - October 05 - 2012

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),
20:06:10 10/05/12,25,25,28,27,,,25,40,3,4789.02,,25,42,1,4789.02,,28,45,5,4789.02,,27,39,6,4789.02,
20:06:20 10/05/12,26,25,29,27,,,25,40,1,4789.02,,24,42,1,4789.02,,28,45,1,4789.02,,26,39,1,4789.02,
20:06:30 10/05/12,28,28,28,28,,,25,40,3,4789.02,,24,42,0,4789.02,,28,45,3,4789.02,,26,39,3,4789.02,
20:06:40 10/05/12,30,30,30,30,,,25,43,5,4789.02,,24,43,9,4789.02,,28,45,1,4789.02,,26,39,2,4789.02,
20:06:50 10/05/12,26,26,30,27,,,25,43,4,4789.02,,24,43,5,4789.02,,28,45,7,4789.02,,26,39,5,4789.02,
20:07:00 10/05/12,27,26,30,27,,,25,43,0,4789.02,,24,43,11,4789.02,,28,45,3,4789.02,,26,39,0,4789.02,
20:07:10 10/05/12,26,26,29,28,,,25,43,2,4789.02,,24,43,2,4789.02,,28,45,3,4789.02,,26,39,0,4789.02,
20:07:20 10/05/12,26,25,29,27,,,25,43,0,4789.02,,24,43,0,4789.02,,28,45,0,4789.02,,26,39,0,4789.02,
20:07:30 10/05/12,32,45,36,31,,,25,43,5,4789.02,,24,45,46,4789.02,,28,46,0,4789.02,,26,39,8,4789.02,
20:07:40 10/05/12,26,27,30,28,,,25,43,0,4789.02,,24,45,1,4789.02,,28,46,0,4789.02,,26,39,0,4789.02,
20:07:51 10/05/12,27,27,30,26,,,25,43,0,4789.02,,24,45,0,4789.02,,28,46,0,4789.02,,26,39,0,4789.02,
20:08:01 10/05/12,27,25,30,27,,,25,43,12,4789.02,,24,45,12,4789.02,,28,46,12,4789.02,,26,39,12,4789.02,
20:08:11 10/05/12,26,25,29,27,,,25,43,0,4789.02,,24,45,0,4789.02,,28,46,0,4789.02,,26,39,0,4789.02,
20:08:21 10/05/12,26,26,31,27,,,25,43,0,4789.02,,24,45,12,4789.02,,28,46,0,4789.02,,26,39,0,4789.02,
20:08:31 10/05/12,27,27,31,30,,,25,43,15,4789.02,,24,45,15,4789.02,,28,46,16,4789.02,,26,39,15,4789.02,
20:08:41 10/05/12,27,27,30,26,,,25,43,4,4789.02,,24,45,4,4789.02,,28,46,4,4789.02,,26,39,4,4789.02,
20:08:51 10/05/12,28,27,31,29,,,25,43,0,4789.02,,24,45,0,4789.02,,28,46,0,4789.02,,26,39,0,4789.02,
20:09:01 10/05/12,33,33,33,33,,,25,43,0,4789.02,,24,45,2,4789.02,,28,46,18,4789.02,,26,39,2,4789.02,
20:09:11 10/05/12,30,30,30,30,,,25,43,0,4789.02,,24,45,0,4789.02,,28,46,4,4789.02,,26,39,0,4789.02,
20:09:21 10/05/12,27,27,30,27,,,25,43,7,4789.02,,24,45,0,4789.02,,28,46,0,4789.02,,26,39,1,4789.02,
20:09:31 10/05/12,28,27,31,28,,,25,43,0,4789.02,,24,45,0,4789.02,,28,46,1,4789.02,,26,39,0,4789.02,
20:09:41 10/05/12,31,31,31,31,,,25,43,0,4789.02,,24,45,3,4789.02,,28,46,4,4789.02,,26,39,0,4789.02,
20:09:51 10/05/12,26,26,30,27,,,25,43,2,4789.02,,24,45,0,4789.02,,28,46,1,4789.02,,26,39,2,4789.02,
20:10:01 10/05/12,25,27,29,28,,,25,43,4,4789.02,,24,45,0,4789.02,,28,46,4,4789.02,,26,39,3,4789.02,
20:10:11 10/05/12,26,26,30,27,,,25,43,1,4789.02,,24,45,2,4789.02,,28,46,1,4789.02,,26,39,1,4789.02,
20:10:21 10/05/12,26,26,30,28,,,25,43,12,4789.02,,24,45,9,4789.02,,28,46,12,4789.02,,26,39,12,4789.02,
20:10:31 10/05/12,31,31,31,31,,,25,43,0,4789.02,,24,45,0,4789.02,,28,46,0,4789.02,,26,39,0,4789.02,
20:10:41 10/05/12,31,31,31,31,,,25,43,0,4789.02,,24,45,2,4789.02,,28,46,2,4789.02,,26,39,1,4789.02,
20:10:51 10/05/12,31,31,31,31,,,25,43,0,4789.02,,24,45,1,4789.02,,28,46,0,4789.02,,26,39,0,4789.02,
20:11:01 10/05/12,31,31,31,31,,,25,43,4,4789.02,,24,45,0,4789.02,,28,46,3,4789.02,,26,39,2,4789.02,
20:11:11 10/05/12,26,27,31,28,,,25,43,0,4789.02,,24,45,10,4789.02,,28,46,0,4789.02,,26,39,0,4789.02,
20:11:21 10/05/12,27,29,31,28,,,25,43,4,4789.02,,24,45,0,4789.02,,28,46,1,4789.02,,26,39,0,4789.02,
20:11:31 10/05/12,31,31,31,31,,,25,43,4,4789.02,,24,45,5,4789.02,,28,46,8,4789.02,,26,39,8,4789.02,
20:11:41 10/05/12,27,28,31,29,,,25,43,3,4789.02,,24,45,5,4789.02,,28,46,4,4789.02,,26,39,3,4789.02,
20:11:51 10/05/12,28,28,31,29,,,25,43,7,4789.02,,24,45,6,4789.02,,28,46,6,4789.02,,26,39,0,4789.02,
20:12:01 10/05/12,25,26,31,28,,,25,43,4,4789.02,,24,45,9,4789.02,,28,46,14,4789.02,,26,39,14,4789.02,
20:12:11 10/05/12,31,31,31,31,,,25,43,0,4789.02,,24,45,0,4789.02,,28,46,0,4789.02,,26,39,0,4789.02,
20:12:21 10/05/12,26,28,32,28,,,25,43,0,4789.02,,24,45,2,4789.02,,28,46,0,4789.02,,26,39,0,4789.02,
20:12:31 10/05/12,32,32,32,32,,,25,43,1,4789.02,,24,45,13,4789.02,,28,46,8,4789.02,,26,39,16,4789.02,
20:12:41 10/05/12,32,32,32,32,,,25,43,1,4789.02,,24,45,0,4789.02,,28,46,3,4789.02,,26,39,5,4789.02,
20:12:51 10/05/12,28,29,33,29,,,25,43,0,4789.02,,24,45,1,4789.02,,28,46,2,4789.02,,26,39,0,4789.02,
20:13:01 10/05/12,28,29,34,30,,,25,43,0,4789.02,,24,45,4,4789.02,,28,47,1,4789.02,,26,39,1,4789.02,
20:13:11 10/05/12,29,29,34,30,,,25,43,0,4789.02,,24,45,7,4789.02,,28,47,2,4789.02,,26,39,4,4789.02,
20:13:21 10/05/12,29,29,33,30,,,25,44,0,4789.02,,24,45,1,4789.02,,28,47,7,4789.02,,26,39,4,4789.02,
20:13:31 10/05/12,28,30,33,30,,,25,44,1,4789.02,,24,45,1,4789.02,,28,47,1,4789.02,,26,39,1,4789.02,
20:13:41 10/05/12,27,29,33,31,,,25,44,0,4789.02,,24,45,0,4789.02,,28,47,0,4789.02,,26,39,0,4789.02,
20:13:51 10/05/12,33,33,33,33,,,25,44,1,4789.02,,24,45,0,4789.02,,28,47,1,4789.02,,26,39,0,4789.02,
20:14:01 10/05/12,28,29,34,29,,,25,44,0,4789.02,,24,45,0,4789.02,,28,47,5,4789.02,,26,39,1,4789.02,
20:14:11 10/05/12,33,33,33,33,,,25,44,1,4789.02,,24,45,3,4789.02,,28,47,1,4789.02,,26,39,2,4789.02,
20:14:21 10/05/12,28,29,33,30,,,25,44,1,4789.02,,24,45,2,4789.02,,28,47,5,4789.02,,26,39,2,4789.02,
20:14:31 10/05/12,29,30,34,31,,,25,44,2,4789.02,,24,45,3,4789.02,,28,47,3,4789.02,,26,39,4,4789.02,
