CPUID:,0x206A7
Processor:,Intel Core i7 2600K (Sandy Bridge) 
Platform:,LGA 1155 (Socket H2)
Revision:,D2
Lithography:,32nm

Session start:,21:47:34 - May 10 - 2012

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),
21:47:47 05/10/12,32,32,32,32,,,30,32,0,4789.09,,30,32,0,4789.09,,32,36,1,4789.09,,31,32,0,4789.09,
21:47:57 05/10/12,32,32,32,32,,,27,32,0,1596.36,,28,32,1,4789.09,,30,36,1,4789.09,,29,32,1,4789.09,
21:48:07 05/10/12,28,29,32,30,,,27,33,6,4789.09,,28,33,4,4789.09,,30,36,4,4789.09,,29,33,1,4789.09,
21:48:17 05/10/12,28,30,32,29,,,27,33,4,4789.09,,28,33,4,4789.09,,30,36,4,4789.09,,29,33,0,4789.09,
21:48:27 05/10/12,29,29,32,29,,,27,33,2,4789.09,,28,33,12,4789.09,,30,36,12,4789.09,,29,33,1,4789.09,
21:48:37 05/10/12,32,32,32,32,,,27,33,1,4789.09,,28,33,1,4789.09,,30,36,1,4789.09,,29,33,1,4789.09,
21:48:47 05/10/12,29,31,33,29,,,27,33,4,4789.09,,28,33,3,4789.09,,30,36,3,4789.09,,29,33,4,4789.09,
21:48:57 05/10/12,29,30,33,30,,,27,33,3,4789.09,,28,34,2,4789.09,,30,38,1,4789.09,,29,33,7,4789.09,
21:49:07 05/10/12,33,33,33,33,,,27,33,4,4789.09,,28,34,4,4789.09,,30,38,10,4789.09,,29,35,5,4789.09,
21:49:17 05/10/12,30,31,36,32,,,27,34,2,4789.09,,28,34,1,4789.09,,30,44,21,4789.09,,29,35,4,4789.09,
21:49:27 05/10/12,33,33,34,34,,,27,34,0,4789.09,,28,34,4,4789.09,,30,44,1,4789.09,,29,35,3,4789.09,
21:49:37 05/10/12,28,29,32,30,,,27,34,2,4789.09,,28,34,1,4789.09,,30,44,6,4789.09,,29,35,0,4789.09,
21:49:47 05/10/12,29,30,37,32,,,27,34,0,4789.09,,28,34,0,4789.09,,30,44,0,4789.09,,28,35,0,4789.09,
21:49:57 05/10/12,28,29,34,30,,,27,37,1,4789.09,,28,37,0,4789.09,,30,44,1,4789.09,,28,35,1,4789.09,
21:50:07 05/10/12,33,33,33,33,,,27,37,0,4789.09,,28,37,14,4789.09,,30,44,10,4789.09,,28,35,1,4789.09,
21:50:17 05/10/12,32,32,32,32,,,27,37,0,4789.09,,28,37,0,4789.09,,30,44,0,4789.09,,28,35,0,4789.09,
21:50:27 05/10/12,33,33,33,33,,,27,37,4,4789.09,,28,37,4,4789.09,,30,44,4,4789.09,,28,35,1,4789.09,
21:50:37 05/10/12,28,29,31,30,,,27,37,0,4789.09,,28,37,0,4789.09,,30,44,2,4789.09,,28,35,0,4789.09,
21:50:47 05/10/12,31,33,44,33,,,27,37,1,4789.09,,28,37,0,4789.09,,30,44,29,4789.09,,28,35,0,4789.09,
21:50:57 05/10/12,31,29,34,31,,,27,37,4,4789.09,,28,37,0,4789.09,,30,44,0,4789.09,,28,35,1,4789.09,
21:51:07 05/10/12,36,37,38,37,,,27,37,1,4789.09,,28,37,0,4789.09,,30,44,5,4789.09,,28,37,0,4789.09,
21:51:17 05/10/12,43,39,39,36,,,27,43,13,4789.09,,28,46,8,4789.09,,30,48,26,4789.09,,28,37,8,4789.09,
21:51:27 05/10/12,31,31,34,32,,,27,43,4,4789.09,,28,46,2,4789.09,,30,48,5,4789.09,,28,37,2,4789.09,
21:51:37 05/10/12,34,34,34,34,,,27,43,0,4789.09,,28,46,5,4789.09,,30,48,0,4789.09,,28,37,0,4789.09,
21:51:47 05/10/12,34,34,34,34,,,27,43,0,4789.09,,28,46,0,4789.09,,30,48,1,4789.09,,28,37,1,4789.09,
21:51:57 05/10/12,30,31,45,32,,,27,43,3,4789.09,,28,46,5,4789.09,,30,48,3,4789.09,,28,38,0,4789.09,
21:52:07 05/10/12,32,31,34,33,,,27,43,1,4789.09,,28,46,0,4789.09,,30,48,2,4789.09,,28,38,0,4789.09,
21:52:17 05/10/12,31,30,34,32,,,27,43,6,4789.09,,28,46,2,4789.09,,30,48,2,4789.09,,28,38,4,4789.09,
21:52:27 05/10/12,29,30,34,32,,,27,43,4,4789.09,,28,46,0,4789.09,,30,48,4,4789.09,,28,38,2,4789.09,
