CPUID:,0x206A7
Processor:,Intel Core i7 2600K (Sandy Bridge) 
Platform:,LGA 1155 (Socket H2)
Revision:,D2
Lithography:,32nm

Session start:,20:56:08 - September 06 - 2012

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),
20:56:18 09/06/12,33,33,35,32,,,32,48,1,4788.98,,33,44,3,4788.98,,35,50,1,4788.98,,32,44,1,4788.98,
20:56:28 09/06/12,32,33,35,33,,,31,48,10,4788.98,,32,44,3,4788.98,,34,50,11,4788.98,,31,44,3,4788.98,
20:56:38 09/06/12,44,41,39,35,,,31,51,0,4788.98,,32,44,18,4788.98,,34,50,0,4788.98,,31,44,3,4788.98,
20:56:48 09/06/12,35,36,35,35,,,31,51,2,4788.98,,32,52,0,4788.98,,34,52,1,4788.98,,31,44,7,4788.98,
20:56:58 09/06/12,35,35,36,34,,,31,54,6,4788.98,,32,52,3,4788.98,,34,53,0,4788.98,,31,53,13,4788.98,
20:57:08 09/06/12,35,35,36,34,,,31,54,2,4788.98,,32,52,7,4788.98,,34,53,4,4788.98,,31,53,4,4788.98,
20:57:18 09/06/12,33,33,34,33,,,31,54,2,4788.98,,32,52,1,4788.98,,34,53,1,4788.98,,31,53,1,4788.98,
20:57:28 09/06/12,50,41,41,36,,,31,54,24,4788.98,,32,52,3,4788.98,,34,53,5,4788.98,,31,53,7,4788.98,
20:57:38 09/06/12,34,34,34,34,,,31,54,1,4788.98,,32,52,1,4788.98,,34,53,1,4788.98,,31,53,4,4788.98,
20:57:48 09/06/12,34,33,35,33,,,31,54,6,4788.98,,31,52,1,4788.98,,34,53,1,4788.98,,31,53,0,4788.98,
20:57:58 09/06/12,32,33,35,32,,,31,54,1,4788.98,,31,52,1,4788.98,,34,53,1,4788.98,,31,53,1,4788.98,
20:58:08 09/06/12,32,33,34,32,,,31,54,1,4788.98,,31,52,5,4788.98,,34,53,1,4788.98,,31,53,1,4788.98,
20:58:18 09/06/12,34,34,34,34,,,31,54,6,4788.98,,31,52,7,4788.98,,34,53,4,4788.98,,31,53,0,4788.98,
20:58:28 09/06/12,34,36,36,35,,,31,54,4,4788.98,,31,52,4,4788.98,,34,53,5,4788.98,,31,53,2,4788.98,
20:58:38 09/06/12,32,34,36,32,,,31,54,2,4788.98,,31,52,4,4788.98,,34,53,2,4788.98,,31,53,4,4788.98,
20:58:48 09/06/12,38,37,39,35,,,31,54,15,4788.98,,31,52,2,4788.98,,34,53,9,4788.98,,31,53,4,4788.98,
20:58:58 09/06/12,37,41,39,36,,,31,54,6,4788.98,,31,52,17,4788.98,,34,53,5,4788.98,,31,53,4,4788.98,
20:59:08 09/06/12,35,34,35,32,,,31,54,6,4788.98,,31,52,5,4788.98,,34,53,6,4788.98,,31,53,5,4788.98,
20:59:18 09/06/12,34,35,37,34,,,31,54,2,4788.98,,31,52,1,4788.98,,34,53,1,4788.98,,31,53,0,4788.98,
20:59:28 09/06/12,33,36,36,33,,,31,54,1,4788.98,,31,52,3,4788.98,,34,53,0,4788.98,,31,53,1,4788.98,
20:59:38 09/06/12,36,36,37,36,,,31,54,1,4788.98,,31,52,1,4788.98,,34,53,1,4788.98,,31,53,5,4788.98,
20:59:48 09/06/12,36,36,36,36,,,31,54,1,4788.98,,31,52,0,4788.98,,34,53,4,4788.98,,31,53,0,4788.98,
20:59:58 09/06/12,36,36,36,36,,,31,54,3,4788.98,,31,52,3,4788.98,,34,53,2,4788.98,,31,53,0,4788.98,
21:00:08 09/06/12,36,36,37,36,,,31,54,0,4788.98,,31,52,0,4788.98,,34,53,5,4788.98,,31,53,4,4788.98,
21:00:18 09/06/12,35,34,36,33,,,31,54,6,4788.98,,31,52,7,4788.98,,34,53,5,4788.98,,31,53,4,4788.98,
21:00:28 09/06/12,35,34,36,33,,,31,54,17,4788.98,,31,52,9,4788.98,,34,53,9,4788.98,,31,53,14,4788.98,
21:00:38 09/06/12,35,35,36,33,,,31,54,4,4788.98,,31,52,2,4788.98,,34,53,0,4788.98,,31,53,4,4788.98,
21:00:48 09/06/12,36,36,36,36,,,31,54,1,4788.98,,31,52,1,4788.98,,34,53,4,4788.98,,31,53,4,4788.98,
21:00:58 09/06/12,35,36,50,36,,,31,54,7,4788.98,,31,52,6,4788.98,,34,53,11,4788.98,,31,53,5,4788.98,
21:01:08 09/06/12,37,37,38,37,,,31,54,25,4788.98,,31,52,26,4788.98,,34,53,11,4788.98,,31,53,0,4788.98,
21:01:18 09/06/12,36,36,37,36,,,31,54,2,4788.98,,31,52,0,4788.98,,34,53,2,4788.98,,31,53,3,4788.98,
