CPUID:,0x206A7
Processor:,Intel Core i7 2600K (Sandy Bridge) 
Platform:,LGA 1155 (Socket H2)
Revision:,D2
Lithography:,32nm

Session start:,14:02:27 - November 11 - 2012

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),
14:02:37 11/11/12,29,29,29,29,,,24,30,1,4789.21,,24,30,1,4789.21,,27,30,12,4789.21,,25,31,6,4789.21,
14:02:47 11/11/12,26,26,28,27,,,24,39,10,4789.21,,24,33,3,4789.21,,26,37,3,4789.21,,25,33,2,4789.21,
14:02:57 11/11/12,31,33,41,41,,,24,39,6,4789.21,,24,33,21,4789.21,,26,41,3,4789.21,,25,41,15,4789.21,
14:03:07 11/11/12,35,41,41,36,,,24,39,7,4789.21,,24,42,13,4789.21,,26,41,5,4789.21,,25,41,5,4789.21,
14:03:17 11/11/12,25,24,26,25,,,24,39,5,4789.21,,24,42,10,4789.21,,26,45,5,4789.21,,25,41,0,4789.21,
14:03:27 11/11/12,27,31,29,28,,,24,39,0,4789.21,,24,42,0,4789.21,,26,45,1,4789.21,,25,41,0,4789.21,
14:03:37 11/11/12,26,26,32,31,,,24,39,4,4789.21,,24,42,12,4789.21,,26,45,5,4789.21,,25,41,5,4789.21,
14:03:47 11/11/12,25,25,29,26,,,24,39,1,4789.21,,24,42,5,4789.21,,26,45,2,4789.21,,25,41,0,4789.21,
14:03:57 11/11/12,33,34,39,34,,,24,39,4,4789.21,,24,42,1,4789.21,,26,45,4,4789.21,,25,41,4,4789.21,
14:04:07 11/11/12,26,28,30,28,,,24,39,2,4789.21,,24,42,0,4789.21,,26,45,6,4789.21,,25,41,4,4789.21,
14:04:17 11/11/12,25,27,29,26,,,24,39,0,4789.21,,24,42,7,4789.21,,26,45,0,4789.21,,25,41,0,4789.21,
14:04:27 11/11/12,24,26,28,27,,,24,39,0,4789.21,,24,42,0,4789.21,,26,45,0,4789.21,,25,41,5,4789.21,
14:04:37 11/11/12,30,30,30,30,,,24,39,10,4789.21,,24,42,4,4789.21,,26,45,10,4789.21,,25,41,10,4789.21,
14:04:47 11/11/12,30,30,30,30,,,24,39,0,4789.21,,24,42,2,4789.21,,26,45,1,4789.21,,25,41,2,4789.21,
