CPUID:,0x206A7
Processor:,Intel Core i7 2600K (Sandy Bridge) 
Platform:,LGA 1155 (Socket H2)
Revision:,D2
Lithography:,32nm

Session start:,20:13:22 - June 06 - 2012

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),
20:13:32 06/06/12,31,34,34,31,,,31,45,1,4789.09,,31,35,1,4789.09,,34,36,6,4789.09,,31,38,0,4789.09,
20:13:42 06/06/12,32,31,34,31,,,31,45,1,4789.09,,31,35,2,4789.09,,33,36,5,4789.09,,30,38,0,4789.09,
20:13:52 06/06/12,32,32,34,31,,,31,45,0,4789.09,,31,38,7,4789.09,,33,36,7,4789.09,,30,38,1,4789.09,
20:14:02 06/06/12,36,49,39,34,,,31,45,16,4789.09,,31,49,13,4789.09,,33,45,4,4789.09,,30,46,26,4789.09,
20:14:12 06/06/12,34,34,37,32,,,31,50,12,4789.09,,31,49,6,4789.09,,33,52,0,4789.09,,30,47,2,4789.09,
20:14:22 06/06/12,31,31,34,31,,,31,50,1,4789.09,,31,49,1,4789.09,,33,52,1,4789.09,,30,47,0,4789.09,
20:14:32 06/06/12,34,35,42,35,,,30,50,2,4789.09,,30,49,0,4789.09,,33,52,2,4789.09,,30,47,1,4789.09,
20:14:42 06/06/12,31,32,34,31,,,30,50,0,4789.09,,30,49,2,4789.09,,33,52,5,4789.09,,30,47,0,4789.09,
20:14:52 06/06/12,34,34,34,34,,,30,50,6,4789.09,,30,49,9,4789.09,,32,52,7,4789.09,,29,47,1,4789.09,
20:15:02 06/06/12,31,31,34,30,,,30,50,0,4789.09,,30,49,0,4789.09,,32,52,0,4789.09,,29,47,0,4789.09,
20:15:12 06/06/12,30,31,34,30,,,30,50,2,4789.09,,30,49,0,4789.09,,32,52,1,4789.09,,29,47,0,4789.09,
20:15:22 06/06/12,34,34,37,32,,,30,50,6,4789.09,,30,49,5,4789.09,,32,52,17,4789.09,,29,47,1,4789.09,
20:15:32 06/06/12,42,38,39,37,,,30,50,14,4789.09,,30,49,8,4789.09,,32,52,7,4789.09,,29,49,14,4789.09,
20:15:42 06/06/12,36,36,42,35,,,30,51,6,4789.09,,30,49,11,4789.09,,32,52,9,4789.09,,29,49,4,4789.09,
20:15:52 06/06/12,30,32,34,31,,,30,51,0,4789.09,,30,49,1,4789.09,,32,52,1,4789.09,,29,49,0,4789.09,
20:16:02 06/06/12,32,33,34,32,,,30,51,2,4789.09,,30,49,0,4789.09,,32,52,0,4789.09,,29,49,1,4789.09,
20:16:12 06/06/12,38,47,48,33,,,30,51,26,4789.09,,30,49,7,4789.09,,32,52,12,4789.09,,29,49,4,4789.09,
20:16:22 06/06/12,32,31,31,30,,,30,51,3,4789.09,,30,49,3,4789.09,,31,52,4,4789.09,,29,49,0,4789.09,
20:16:32 06/06/12,31,30,34,30,,,30,51,0,4789.09,,30,49,0,4789.09,,31,52,0,4789.09,,29,49,1,4789.09,
20:16:42 06/06/12,33,33,34,33,,,30,51,4,4789.09,,30,49,1,4789.09,,31,52,4,4789.09,,29,49,2,4789.09,
20:16:52 06/06/12,33,33,34,33,,,30,51,0,4789.09,,30,49,1,4789.09,,31,52,4,4789.09,,29,49,1,4789.09,
