CPUID:,0x206A7
Processor:,Intel Core i7 2600K (Sandy Bridge) 
Platform:,LGA 1155 (Socket H2)
Revision:,D2
Lithography:,32nm

Session start:,20:54:52 - February 29 - 2012

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),
20:55:02 02/29/12,24,24,27,24,,,24,29,4,4788.88,,24,29,3,4788.88,,25,29,2,4788.88,,23,30,4,4788.88,
20:55:12 02/29/12,30,30,30,30,,,24,30,8,4788.88,,24,30,2,4788.88,,25,30,2,4788.88,,23,38,7,4788.88,
20:55:22 02/29/12,27,25,29,26,,,24,30,0,4788.88,,24,30,0,4788.88,,25,33,0,4788.88,,23,38,8,4788.88,
20:55:32 02/29/12,28,28,29,27,,,24,30,2,4788.88,,24,30,4,4788.88,,25,33,2,4788.88,,23,38,5,4788.88,
20:55:42 02/29/12,29,29,30,29,,,24,30,1,4788.88,,24,30,2,4788.88,,25,33,3,4788.88,,23,38,2,4788.88,
20:55:52 02/29/12,26,25,29,26,,,24,40,2,4788.88,,24,36,4,4788.88,,25,33,4,4788.88,,23,38,4,4788.88,
20:56:02 02/29/12,26,25,27,26,,,24,40,1,4788.88,,24,36,1,4788.88,,25,33,4,4788.88,,23,38,3,4788.88,
20:56:12 02/29/12,26,27,29,27,,,24,40,2,4788.88,,24,36,2,4788.88,,25,33,2,4788.88,,23,38,2,4788.88,
20:56:22 02/29/12,29,29,30,29,,,24,40,1,4788.88,,24,36,0,4788.88,,25,33,1,4788.88,,23,38,4,4788.88,
20:56:32 02/29/12,28,29,29,29,,,24,40,0,4788.88,,24,36,1,4788.88,,25,33,0,4788.88,,23,38,0,4788.88,
20:56:42 02/29/12,29,27,29,27,,,24,40,3,4788.88,,24,36,1,4788.88,,25,35,0,4788.88,,23,38,4,4788.88,
20:56:52 02/29/12,31,31,31,31,,,24,40,10,4788.88,,24,36,0,4788.88,,25,35,1,4788.88,,23,38,1,4788.88,
20:57:02 02/29/12,27,25,28,27,,,24,40,2,4788.88,,24,36,1,4788.88,,25,35,1,4788.88,,23,38,1,4788.88,
20:57:12 02/29/12,26,24,27,24,,,24,40,7,4788.88,,24,36,0,4788.88,,25,35,1,4788.88,,23,38,1,4788.88,
20:57:22 02/29/12,30,30,30,30,,,24,40,1,4788.88,,24,36,0,4788.88,,25,37,0,4788.88,,23,38,1,4788.88,
20:57:32 02/29/12,26,24,28,25,,,24,40,2,4788.88,,24,36,0,4788.88,,25,37,0,4788.88,,23,38,0,4788.88,
20:57:42 02/29/12,25,25,27,25,,,24,40,2,4788.88,,24,36,2,4788.88,,25,37,1,4788.88,,23,38,0,4788.88,
20:57:52 02/29/12,26,25,28,27,,,24,40,3,4788.88,,24,36,2,4788.88,,25,37,2,4788.88,,23,38,3,4788.88,
20:58:02 02/29/12,27,25,29,26,,,24,40,7,4788.88,,24,36,3,4788.88,,25,37,0,4788.88,,23,38,2,4788.88,
20:58:12 02/29/12,31,30,31,30,,,24,40,8,4788.88,,24,36,2,4788.88,,25,37,2,4788.88,,23,38,2,4788.88,
20:58:22 02/29/12,27,25,28,27,,,24,40,2,4788.88,,24,36,0,4788.88,,25,37,1,4788.88,,23,39,0,4788.88,
20:58:32 02/29/12,29,29,29,29,,,24,40,2,4788.88,,24,36,2,4788.88,,25,37,1,4788.88,,23,39,2,4788.88,
20:58:42 02/29/12,30,29,31,30,,,24,40,4,4788.88,,24,36,1,4788.88,,25,37,0,4788.88,,23,39,0,1596.29,
20:58:52 02/29/12,27,26,28,26,,,24,40,0,4788.88,,24,36,1,4788.88,,25,37,8,4788.88,,23,39,2,4788.88,
20:59:02 02/29/12,98,98,98,98,,,24,98,4,3392.13,,24,98,1,3392.13,,25,98,2,3392.13,,23,98,2,3392.13,
20:59:12 02/29/12,98,98,98,98,,,24,98,6,3392.13,,24,98,0,3392.13,,25,98,2,3392.13,,23,98,1,3392.13,
20:59:22 02/29/12,98,98,98,98,,,24,98,10,3392.13,,24,98,2,3392.13,,25,98,0,3392.13,,23,98,1,3392.13,
20:59:32 02/29/12,0,0,0,0,,,0,98,10,3392.36,,0,98,2,3392.36,,0,98,2,3392.36,,0,98,0,3392.36,
20:59:42 02/29/12,0,0,0,0,,,0,98,12,3392.36,,0,98,12,3392.36,,0,98,7,3392.36,,0,98,0,3392.36,
20:59:52 02/29/12,0,0,0,0,,,0,98,0,3392.36,,0,98,0,3392.36,,0,98,0,3392.36,,0,98,0,3392.36,
21:00:02 02/29/12,0,0,0,0,,,0,98,3,3392.36,,0,98,1,3392.36,,0,98,2,3392.36,,0,98,0,3392.36,
