CPUID:,0x206A7
Processor:,Intel Core i7 2600K (Sandy Bridge) 
Platform:,LGA 1155 (Socket H2)
Revision:,D2
Lithography:,32nm

Session start:,18:25:40 - August 08 - 2012

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),
18:25:50 08/08/12,33,34,34,31,,,30,43,1,4788.90,,33,41,1,4788.90,,34,42,2,4788.90,,31,49,1,4788.90,
18:26:00 08/08/12,34,34,34,33,,,30,43,4,4788.90,,31,41,1,4788.90,,33,42,4,4788.90,,30,49,4,4788.90,
18:26:10 08/08/12,33,33,33,33,,,30,43,2,4788.90,,31,41,2,4788.90,,33,42,3,4788.90,,30,49,7,4788.90,
18:26:20 08/08/12,32,34,34,32,,,30,43,0,4788.90,,31,41,2,4788.90,,33,42,0,4788.90,,30,49,0,4788.90,
18:26:30 08/08/12,34,34,34,34,,,30,43,1,4788.90,,31,41,0,4788.90,,33,50,1,4788.90,,30,49,3,4788.90,
18:26:40 08/08/12,34,36,35,33,,,30,43,1,4788.90,,31,42,0,4788.90,,33,50,0,4788.90,,30,49,0,4788.90,
18:26:50 08/08/12,31,32,33,31,,,30,43,5,4788.90,,31,42,4,4788.90,,33,50,1,4788.90,,30,49,6,4788.90,
18:27:00 08/08/12,29,31,33,32,,,29,43,1,4788.90,,31,42,0,4788.90,,33,50,6,4788.90,,30,49,7,4788.90,
18:27:10 08/08/12,37,47,37,33,,,29,43,5,4788.90,,31,47,0,4788.90,,33,50,2,4788.90,,30,49,1,4788.90,
18:27:20 08/08/12,36,40,40,38,,,29,43,8,4788.90,,31,47,17,4788.90,,33,50,5,4788.90,,30,49,6,4788.90,
18:27:30 08/08/12,32,35,35,33,,,29,43,1,4788.90,,31,47,2,4788.90,,33,50,0,4788.90,,30,49,1,4788.90,
18:27:40 08/08/12,36,38,37,35,,,29,43,12,4788.90,,31,47,11,4788.90,,33,50,6,4788.90,,30,49,7,4788.90,
18:27:50 08/08/12,36,38,41,34,,,29,43,10,4788.90,,31,47,12,4788.90,,33,50,6,4788.90,,30,49,2,4788.90,
18:28:00 08/08/12,31,32,35,31,,,29,43,1,4788.90,,31,47,3,4788.90,,33,50,1,4788.90,,30,49,2,4788.90,
18:28:10 08/08/12,33,35,36,34,,,29,43,2,1596.30,,31,47,2,4788.90,,33,50,0,4788.90,,30,49,1,4788.90,
18:28:20 08/08/12,33,39,37,33,,,29,43,0,4788.90,,31,47,7,4788.90,,33,50,0,4788.90,,30,49,0,4788.90,
18:28:30 08/08/12,48,41,39,35,,,29,48,29,4788.90,,31,47,4,4788.90,,33,50,4,4788.90,,30,49,8,4788.90,
18:28:40 08/08/12,43,43,38,34,,,29,48,8,4788.90,,31,47,4,4788.90,,33,50,4,4788.90,,30,49,14,4788.90,
18:28:50 08/08/12,37,40,50,36,,,29,48,10,4788.90,,31,47,5,4788.90,,33,50,9,4788.90,,30,49,6,4788.90,
18:29:00 08/08/12,36,36,37,36,,,29,48,6,4788.90,,31,47,5,4788.90,,33,50,5,4788.90,,30,49,0,4788.90,
18:29:10 08/08/12,33,35,36,34,,,29,48,1,4788.90,,31,47,3,4788.90,,33,50,1,4788.90,,30,49,2,4788.90,
18:29:20 08/08/12,32,35,35,32,,,29,48,0,4788.90,,31,47,0,4788.90,,33,50,2,4788.90,,30,49,0,4788.90,
18:29:30 08/08/12,33,37,36,34,,,29,48,1,4788.90,,31,47,0,4788.90,,33,50,4,4788.90,,30,49,1,4788.90,
18:29:40 08/08/12,33,34,36,32,,,29,48,10,4788.90,,31,47,8,4788.90,,33,50,7,4788.90,,30,49,13,4788.90,
18:29:50 08/08/12,32,34,39,34,,,29,48,4,4788.90,,31,47,1,4788.90,,33,50,4,4788.90,,30,49,5,4788.90,
18:30:00 08/08/12,32,34,35,32,,,29,48,2,4788.90,,31,47,4,4788.90,,33,50,4,4788.90,,30,49,4,4788.90,
18:30:10 08/08/12,38,39,38,38,,,29,48,0,4788.90,,31,47,6,4788.90,,33,50,16,4788.90,,30,49,0,4788.90,
18:30:20 08/08/12,35,35,34,31,,,29,48,1,4788.90,,31,47,4,4788.90,,33,50,2,4788.90,,30,49,1,4788.90,
18:30:30 08/08/12,32,35,35,32,,,29,48,1,4788.90,,31,47,1,4788.90,,33,50,1,4788.90,,30,49,1,4788.90,
18:30:40 08/08/12,32,36,36,32,,,29,48,7,4788.90,,31,47,1,4788.90,,33,50,0,4788.90,,30,49,1,4788.90,
18:30:50 08/08/12,36,37,37,36,,,29,48,5,4788.90,,31,47,7,4788.90,,33,50,5,4788.90,,30,49,5,4788.90,
18:31:00 08/08/12,32,35,37,33,,,29,48,0,4788.90,,31,47,0,4788.90,,33,50,1,4788.90,,30,49,0,4788.90,
18:31:10 08/08/12,34,37,38,34,,,29,48,4,4788.90,,31,47,3,4788.90,,33,50,5,4788.90,,30,49,0,4788.90,
18:31:20 08/08/12,35,37,36,34,,,29,48,6,4788.90,,31,47,8,4788.90,,33,50,0,4788.90,,30,49,7,4788.90,
18:31:30 08/08/12,33,35,36,33,,,29,48,4,4788.90,,31,47,3,4788.90,,33,50,2,4788.90,,30,49,2,4788.90,
18:31:40 08/08/12,34,36,36,34,,,29,48,2,4788.90,,31,47,15,4788.90,,33,50,0,4788.90,,30,49,2,4788.90,
18:31:50 08/08/12,37,37,38,37,,,29,48,4,4788.90,,31,47,4,4788.90,,33,50,5,4788.90,,30,49,4,4788.90,
18:32:00 08/08/12,33,37,37,34,,,29,48,5,4788.90,,31,47,7,4788.90,,33,50,6,4788.90,,30,49,5,4788.90,
18:32:10 08/08/12,33,36,36,33,,,29,48,1,4788.90,,31,48,2,4788.90,,33,50,2,4788.90,,30,49,1,4788.90,
18:32:20 08/08/12,33,39,38,34,,,29,48,3,4788.90,,31,48,2,4788.90,,33,50,5,4788.90,,30,49,1,4788.90,
18:32:30 08/08/12,32,34,36,34,,,29,48,1,4788.90,,31,48,2,4788.90,,33,50,1,4788.90,,30,49,6,4788.90,
18:32:40 08/08/12,35,35,38,36,,,29,48,8,4788.90,,31,48,4,4788.90,,33,50,14,4788.90,,30,49,9,4788.90,
18:32:50 08/08/12,35,36,37,35,,,29,48,1,4788.90,,31,48,4,4788.90,,33,50,1,4788.90,,30,49,1,4788.90,
18:33:00 08/08/12,32,35,36,33,,,29,48,0,4788.90,,31,48,0,4788.90,,33,50,0,4788.90,,30,49,0,4788.90,
18:33:10 08/08/12,33,34,36,33,,,29,48,4,4788.90,,31,48,4,4788.90,,33,50,7,4788.90,,30,49,4,4788.90,
18:33:20 08/08/12,33,36,37,33,,,29,48,7,4788.90,,31,48,0,4788.90,,33,50,2,4788.90,,30,49,1,4788.90,
18:33:30 08/08/12,35,38,37,32,,,29,48,1,4788.90,,31,48,1,4788.90,,33,50,0,4788.90,,30,49,1,4788.90,
18:33:40 08/08/12,37,37,38,37,,,29,48,0,4788.90,,31,48,2,4788.90,,33,50,2,4788.90,,30,49,1,4788.90,
18:33:50 08/08/12,35,36,37,34,,,29,48,4,4788.90,,31,48,7,4788.90,,33,50,4,4788.90,,30,49,5,4788.90,
18:34:00 08/08/12,36,36,37,36,,,29,48,7,4788.90,,31,48,4,4788.90,,33,50,4,4788.90,,30,49,1,4788.90,
18:34:10 08/08/12,38,41,41,38,,,29,48,6,4788.90,,31,48,21,4788.90,,33,50,5,4788.90,,30,49,5,4788.90,
18:34:20 08/08/12,34,35,37,35,,,29,48,16,4788.90,,31,48,15,4788.90,,33,50,16,4788.90,,30,49,15,4788.90,
18:34:30 08/08/12,35,35,36,33,,,29,48,6,4788.90,,31,48,6,4788.90,,33,50,6,4788.90,,30,49,6,4788.90,
18:34:40 08/08/12,34,36,36,34,,,29,48,0,4788.90,,31,48,3,4788.90,,33,50,4,4788.90,,30,49,7,4788.90,
18:34:50 08/08/12,33,36,37,35,,,29,48,8,4788.90,,31,48,7,4788.90,,33,50,7,4788.90,,30,49,6,4788.90,
18:35:00 08/08/12,34,35,38,34,,,29,48,2,4788.90,,31,48,1,4788.90,,33,50,1,4788.90,,30,49,1,4788.90,
18:35:10 08/08/12,37,38,38,36,,,29,48,0,4788.90,,31,48,0,4788.90,,33,50,0,4788.90,,30,49,1,4788.90,
18:35:20 08/08/12,36,37,38,34,,,29,48,6,4788.90,,31,48,6,4788.90,,33,50,2,4788.90,,30,49,0,4788.90,
18:35:30 08/08/12,33,35,37,34,,,29,48,9,4788.90,,31,48,7,4788.90,,33,50,10,4788.90,,30,49,9,4788.90,
18:35:40 08/08/12,35,36,38,34,,,29,48,4,4788.90,,31,48,1,4788.90,,33,50,3,4788.90,,30,49,0,4788.90,
18:35:50 08/08/12,36,40,38,37,,,29,48,1,4788.90,,31,48,11,4788.90,,33,50,0,4788.90,,30,49,2,4788.90,
18:36:00 08/08/12,34,35,36,33,,,29,48,1,4788.90,,31,48,0,4788.90,,33,50,1,4788.90,,30,49,1,4788.90,
18:36:10 08/08/12,34,37,36,34,,,29,48,1,4788.90,,31,48,0,4788.90,,33,50,1,4788.90,,30,49,0,4788.90,
18:36:20 08/08/12,36,37,38,35,,,29,48,1,4788.90,,31,49,9,4788.90,,33,50,1,4788.90,,30,49,1,4788.90,
18:36:30 08/08/12,35,35,36,34,,,29,48,0,4788.90,,31,49,2,4788.90,,33,50,2,4788.90,,30,49,1,4788.90,
18:36:40 08/08/12,33,36,36,34,,,29,48,0,4788.90,,31,49,0,4788.90,,33,50,0,4788.90,,30,49,0,4788.90,
18:36:50 08/08/12,37,37,37,37,,,29,48,0,4788.90,,31,49,0,4788.90,,33,50,0,4788.90,,30,49,1,4788.90,
18:37:00 08/08/12,36,36,36,36,,,29,48,1,4788.90,,31,49,0,4788.90,,33,50,0,4788.90,,30,49,0,4788.90,
18:37:10 08/08/12,36,36,37,36,,,29,48,6,4788.90,,31,49,4,4788.90,,33,50,4,4788.90,,30,49,5,4788.90,
18:37:20 08/08/12,35,33,37,32,,,29,48,0,4788.90,,31,49,5,4788.90,,33,50,5,4788.90,,30,49,5,4788.90,
18:37:30 08/08/12,33,34,36,33,,,29,48,1,4788.90,,31,49,0,4788.90,,33,50,0,4788.90,,30,49,1,4788.90,
18:37:40 08/08/12,36,36,37,36,,,29,48,2,4788.90,,31,49,3,4788.90,,33,50,3,4788.90,,30,49,2,4788.90,
18:37:50 08/08/12,33,35,36,32,,,29,48,5,4788.90,,31,49,5,4788.90,,33,50,5,4788.90,,30,49,4,4788.90,
18:38:00 08/08/12,34,34,37,33,,,29,48,0,4788.90,,31,49,4,4788.90,,33,50,2,4788.90,,30,49,3,4788.90,
18:38:10 08/08/12,31,34,36,33,,,29,48,4,4788.90,,31,49,0,4788.90,,33,50,0,4788.90,,30,49,5,4788.90,
18:38:20 08/08/12,33,35,37,32,,,29,48,1,4788.90,,31,49,2,4788.90,,33,50,1,4788.90,,30,49,1,4788.90,
18:38:30 08/08/12,37,37,37,37,,,29,48,2,4788.90,,31,49,1,4788.90,,33,50,11,4788.90,,30,49,11,4788.90,
18:38:40 08/08/12,35,35,35,32,,,29,48,2,4788.90,,31,49,1,4788.90,,33,50,1,4788.90,,30,49,1,4788.90,
18:38:50 08/08/12,37,37,37,37,,,29,48,2,4788.90,,31,49,1,4788.90,,33,50,1,4788.90,,30,49,1,4788.90,
18:39:00 08/08/12,34,37,37,34,,,29,48,2,4788.90,,31,49,1,4788.90,,33,50,0,4788.90,,30,49,2,4788.90,
