CPUID:,0x206A7
Processor:,Intel Core i7 2600K (Sandy Bridge) 
Platform:,LGA 1155 (Socket H2)
Revision:,D2
Lithography:,32nm

Session start:,19:59:17 - July 18 - 2012

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),
19:59:28 07/18/12,35,35,35,34,,,35,43,1,4789.20,,35,53,0,4789.20,,35,55,0,4789.20,,34,48,0,4789.20,
19:59:38 07/18/12,37,36,39,40,,,35,43,1,4789.20,,35,53,5,4789.20,,35,55,2,4789.20,,33,48,5,4789.20,
19:59:48 07/18/12,36,35,37,35,,,35,43,0,4789.20,,35,53,0,4789.20,,35,55,2,4789.20,,33,48,3,4789.20,
19:59:58 07/18/12,35,36,37,34,,,35,50,2,4789.20,,35,53,3,4789.20,,35,55,2,4789.20,,33,48,0,4789.20,
20:00:08 07/18/12,36,36,36,36,,,33,50,3,4789.20,,35,53,1,4789.20,,35,55,0,4789.20,,32,48,0,4789.20,
20:00:18 07/18/12,36,35,35,33,,,33,50,1,4789.20,,34,53,1,4789.20,,35,55,0,4789.20,,32,48,0,4789.20,
20:00:28 07/18/12,35,35,36,34,,,33,50,0,4789.20,,34,53,0,4789.20,,35,55,0,4789.20,,32,48,0,4789.20,
20:00:38 07/18/12,35,34,36,31,,,33,50,0,4789.20,,34,53,5,4789.20,,34,55,0,4789.20,,31,48,0,4789.20,
20:00:48 07/18/12,37,37,37,36,,,33,50,2,4789.20,,34,53,8,4789.20,,34,55,7,4789.20,,31,48,2,4789.20,
20:00:58 07/18/12,36,35,35,34,,,33,50,0,4789.20,,34,53,0,4789.20,,34,55,0,4789.20,,31,48,0,4789.20,
20:01:08 07/18/12,35,35,36,33,,,33,50,2,4789.20,,34,53,1,4789.20,,34,55,1,4789.20,,31,48,0,4789.20,
20:01:18 07/18/12,37,37,37,36,,,33,50,0,4789.20,,34,53,4,4789.20,,34,55,0,4789.20,,31,48,1,4789.20,
20:01:28 07/18/12,36,36,36,33,,,33,50,0,4789.20,,34,53,1,4789.20,,34,55,1,4789.20,,31,48,0,4789.20,
20:01:38 07/18/12,39,39,39,39,,,33,50,7,4789.20,,34,53,3,4789.20,,34,55,1,4789.20,,31,48,1,4789.20,
20:01:48 07/18/12,37,37,37,37,,,33,50,1,4789.20,,34,53,1,4789.20,,34,55,0,4789.20,,31,48,0,4789.20,
20:01:58 07/18/12,37,37,35,34,,,33,50,2,4789.20,,34,53,2,4789.20,,34,55,2,4789.20,,31,48,1,4789.20,
20:02:08 07/18/12,39,49,40,37,,,33,50,0,4789.20,,34,53,12,4789.20,,34,55,1,4789.20,,31,48,1,4789.20,
20:02:18 07/18/12,37,36,37,34,,,33,50,0,4789.20,,34,53,2,4789.20,,34,55,0,4789.20,,31,48,0,4789.20,
20:02:28 07/18/12,37,37,37,37,,,33,50,2,4789.20,,34,53,1,4789.20,,34,55,1,4789.20,,31,48,1,4789.20,
20:02:38 07/18/12,35,36,35,35,,,33,50,0,4789.20,,34,53,0,4789.20,,34,55,0,4789.20,,31,48,0,4789.20,
20:02:48 07/18/12,38,38,38,38,,,33,50,0,4789.20,,34,53,0,4789.20,,34,55,2,4789.20,,31,48,1,4789.20,
20:02:58 07/18/12,38,38,38,36,,,33,50,7,4789.20,,34,53,7,4789.20,,34,55,3,4789.20,,31,48,7,4789.20,
20:03:08 07/18/12,40,39,39,39,,,33,50,6,4789.20,,34,53,3,4789.20,,34,55,8,4789.20,,31,48,8,4789.20,
