CPUID:,0x206A7
Processor:,Intel Core i7 2600K (Sandy Bridge) 
Platform:,LGA 1155 (Socket H2)
Revision:,D2
Lithography:,32nm

Session start:,16:13:26 - April 14 - 2012

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),
16:13:37 04/14/12,31,31,31,30,,,26,39,8,4789.15,,26,31,10,4789.15,,28,33,7,4789.15,,25,30,11,4789.15,
16:13:47 04/14/12,30,30,30,30,,,25,39,11,4789.15,,26,40,11,4789.15,,28,33,11,4789.15,,25,31,12,4789.15,
16:13:57 04/14/12,30,30,30,30,,,25,39,0,4789.15,,26,40,8,4789.15,,28,33,7,4789.15,,25,31,1,4789.15,
16:14:07 04/14/12,27,27,29,27,,,25,39,1,4789.15,,26,40,0,4789.15,,28,33,1,4789.15,,25,31,0,4789.15,
16:14:17 04/14/12,27,27,28,25,,,25,39,1,4789.15,,26,40,1,4789.15,,28,33,1,4789.15,,25,31,1,4789.15,
16:14:27 04/14/12,26,27,30,27,,,25,39,13,4789.15,,26,40,7,4789.15,,27,33,3,4789.15,,25,31,1,4789.15,
16:14:37 04/14/12,29,29,29,26,,,25,39,0,4789.15,,26,40,1,4789.15,,27,33,3,4789.15,,25,31,3,4789.15,
16:14:47 04/14/12,31,45,34,28,,,25,39,1,4789.15,,26,45,26,4789.15,,27,34,8,4789.15,,25,31,3,4789.15,
16:14:57 04/14/12,27,36,30,27,,,25,39,2,4789.15,,26,45,1,4789.15,,27,34,9,4789.15,,25,34,1,4789.15,
16:15:07 04/14/12,27,27,29,27,,,25,40,0,4789.15,,26,45,1,4789.15,,27,34,1,4789.15,,25,34,0,4789.15,
16:15:17 04/14/12,28,31,31,30,,,25,40,12,4789.15,,26,45,2,4789.15,,27,34,4,4789.15,,25,34,9,4789.15,
16:15:27 04/14/12,28,30,28,32,,,25,40,0,4789.15,,26,45,0,4789.15,,27,37,1,4789.15,,25,34,0,4789.15,
16:15:37 04/14/12,31,31,31,31,,,25,40,4,4789.15,,26,45,4,4789.15,,27,37,4,4789.15,,25,34,5,4789.15,
16:15:47 04/14/12,32,32,35,34,,,25,40,0,4789.15,,26,45,0,4789.15,,27,37,0,4789.15,,25,34,7,4789.15,
16:15:57 04/14/12,26,28,30,29,,,25,40,2,4789.15,,26,45,2,4789.15,,27,37,0,4789.15,,25,34,4,4789.15,
16:16:07 04/14/12,27,27,28,27,,,25,40,2,4789.15,,26,45,2,4789.15,,27,37,1,4789.15,,25,34,1,4789.15,
16:16:17 04/14/12,29,31,32,30,,,25,40,7,4789.15,,26,45,6,4789.15,,27,37,2,4789.15,,25,34,2,4789.15,
16:16:27 04/14/12,29,30,38,30,,,25,40,3,4789.15,,26,45,5,4789.15,,27,38,7,4789.15,,25,34,4,4789.15,
16:16:37 04/14/12,27,27,28,27,,,25,40,1,4789.15,,26,45,0,4789.15,,27,45,1,4789.15,,25,34,3,4789.15,
16:16:47 04/14/12,31,31,31,31,,,25,40,1,4789.15,,26,45,1,4789.15,,27,45,2,4789.15,,25,34,0,4789.15,
16:16:57 04/14/12,27,27,29,28,,,25,40,5,4789.15,,26,45,5,4789.15,,27,45,6,4789.15,,25,34,5,4789.15,
16:17:07 04/14/12,31,31,31,30,,,25,40,11,4789.15,,26,45,4,4789.15,,27,45,10,4789.15,,25,36,9,4789.15,
16:17:17 04/14/12,28,28,31,29,,,25,40,10,4789.15,,26,45,11,4789.15,,27,45,8,4789.15,,25,36,5,4789.15,
16:17:27 04/14/12,31,33,34,32,,,25,40,4,4789.15,,26,45,0,4789.15,,27,45,10,4789.15,,25,36,1,4789.15,
16:17:37 04/14/12,31,31,31,31,,,25,40,15,4789.15,,26,45,3,4789.15,,27,45,7,4789.15,,25,36,7,4789.15,
16:17:47 04/14/12,29,29,30,29,,,25,40,2,4789.15,,26,45,1,4789.15,,27,45,1,4789.15,,25,36,1,4789.15,
16:17:57 04/14/12,29,29,30,28,,,25,40,5,4789.15,,26,45,8,4789.15,,27,45,0,4789.15,,25,36,5,4789.15,
16:18:07 04/14/12,30,29,31,29,,,25,40,4,4789.15,,26,45,8,4789.15,,27,45,17,4789.15,,25,37,7,4789.15,
16:18:17 04/14/12,27,28,31,28,,,25,40,7,4789.15,,26,45,1,4789.15,,27,45,0,4789.15,,25,37,1,4789.15,
16:18:27 04/14/12,27,28,29,28,,,25,40,1,4789.15,,26,45,0,4789.15,,27,45,0,4789.15,,25,37,0,4789.15,
16:18:37 04/14/12,27,28,30,28,,,25,42,7,4789.15,,26,45,5,4789.15,,27,45,6,4789.15,,25,37,7,4789.15,
16:18:47 04/14/12,31,31,31,31,,,25,42,2,4789.15,,26,45,1,4789.15,,27,45,2,4789.15,,25,37,1,4789.15,
16:18:57 04/14/12,27,29,29,28,,,25,42,4,4789.15,,26,45,0,4789.15,,27,45,0,4789.15,,25,37,4,4789.15,
16:19:07 04/14/12,28,29,31,29,,,25,42,3,4789.15,,26,45,4,4789.15,,27,45,6,4789.15,,25,37,1,4789.15,
16:19:17 04/14/12,28,27,30,29,,,25,42,0,4789.15,,26,45,1,4789.15,,27,46,1,4789.15,,25,37,1,4789.15,
16:19:27 04/14/12,30,30,30,30,,,25,42,6,4789.15,,26,45,7,4789.15,,27,46,4,4789.15,,25,37,4,4789.15,
16:19:37 04/14/12,31,31,31,31,,,25,42,0,4789.15,,26,45,1,4789.15,,27,46,3,4789.15,,25,37,1,4789.15,
16:19:47 04/14/12,31,30,31,31,,,25,42,5,4789.15,,26,45,5,4789.15,,27,46,8,4789.15,,25,37,7,4789.15,
16:19:57 04/14/12,30,30,31,30,,,25,42,7,4789.15,,26,45,5,4789.15,,27,46,17,4789.15,,25,37,10,4789.15,
16:20:07 04/14/12,28,30,30,28,,,25,42,0,4789.15,,26,45,1,4789.15,,27,46,0,4789.15,,25,37,11,4789.15,
16:20:17 04/14/12,30,30,34,29,,,25,42,5,4789.15,,26,45,4,4789.15,,27,46,12,4789.15,,25,37,8,4789.15,
16:20:27 04/14/12,30,32,34,31,,,25,42,1,4789.15,,26,45,2,4789.15,,27,46,4,4789.15,,25,37,2,4789.15,
16:20:37 04/14/12,30,30,30,30,,,25,42,2,4789.15,,26,45,1,4789.15,,27,46,1,4789.15,,25,37,3,4789.15,
16:20:47 04/14/12,28,32,37,31,,,25,42,0,4789.15,,26,45,2,4789.15,,27,46,8,4789.15,,25,37,12,4789.15,
16:20:57 04/14/12,29,29,31,28,,,25,42,0,4789.15,,26,45,1,4789.15,,27,46,0,4789.15,,25,37,6,4789.15,
16:21:07 04/14/12,32,32,32,32,,,25,42,7,4789.15,,26,45,5,4789.15,,27,46,6,4789.15,,25,37,9,4789.15,
16:21:17 04/14/12,31,32,34,31,,,25,42,9,4789.15,,26,45,11,4789.15,,27,46,6,4789.15,,25,38,3,4789.15,
16:21:27 04/14/12,31,32,34,30,,,25,43,8,4789.15,,26,45,5,4789.15,,27,46,7,4789.15,,25,41,8,4789.15,
16:21:37 04/14/12,28,28,30,29,,,25,44,4,1596.38,,26,45,4,4789.15,,27,46,4,4789.15,,25,43,9,4789.15,
